"Id","dow_number","day_of_week","part_of_week","time_of_day","total_calories","total_intensity","total_average_intensity","average_intensity","max_intensity","min_intensity"
1927972279,2,"Tuesday","Weekday","Night",2693880,16192,269.86691200000115,0.009166675000000039,0.1,0
1927972279,3,"Wednesday","Weekday","Afternoon",2020410,40480,674.6676480000269,0.03055560000000122,0.2,0
1927972279,3,"Wednesday","Weekday","Night",2693880,5152,85.86617599999786,0.0029166499999999274,0.033333,0
1927972279,3,"Wednesday","Weekday","Morning",2357145,36064,601.0676480000645,0.023333371428573935,0.566667,0
1927972279,3,"Wednesday","Weekday","Evening",1010205,5888,98.13382399999863,0.008888933333333208,0.066667,0
1927972279,4,"Thursday","Weekday","Afternoon",1818369,92736,1545.6000000001522,0.07777777777778544,0.566667,0
1927972279,4,"Thursday","Weekday","Morning",2357145,35328,588.8007359999789,0.02285717142857061,0.266667,0
1927972279,4,"Thursday","Weekday","Evening",808164,16192,269.866912000022,0.030555583333335825,0.116667,0
1927972279,4,"Thursday","Weekday","Night",2559186,3680,61.333823999999126,0.002192999999999969,0.066667,0
1927972279,5,"Friday","Weekday","Afternoon",1616328,27968,466.13382400002143,0.02638891666666788,0.283333,0
1927972279,5,"Friday","Weekday","Evening",808164,49312,821.8669120000328,0.09305558333333705,0.783333,0
1927972279,5,"Friday","Weekday","Night",2155104,8096,134.933087999999,0.005729156249999957,0.083333,0
1927972279,5,"Friday","Weekday","Morning",1885716,39008,650.1330880000161,0.031547607142857925,0.316667,0
1927972279,6,"Saturday","Weekend","Evening",808164,16192,269.86691199999,0.030555583333332203,0.166667,0
1927972279,6,"Saturday","Weekend","Afternoon",1616328,35328,588.8000000000294,0.033333333333335,0.433333,0
1927972279,6,"Saturday","Weekend","Night",2155104,0,0,0,0,0
1927972279,6,"Saturday","Weekend","Morning",1885716,90528,1508.79926399995,0.07321424999999757,0.533333,0
2022484408,0,"Sunday","Weekend","Night",2484256,0,0,0,0,0
2022484408,0,"Sunday","Weekend","Morning",2173724,567456,9457.598527999626,0.45892849999998186,1.9,0
2022484408,0,"Sunday","Weekend","Afternoon",1863192,389344,6489.066176000831,0.36736108333338036,0.866667,0
2022484408,0,"Sunday","Weekend","Evening",931596,46368,772.7992640000081,0.08749991666666758,0.783333,0
2022484408,1,"Monday","Weekday","Evening",931596,72864,1214.3999999999687,0.13749999999999646,0.566667,0
2022484408,1,"Monday","Weekday","Afternoon",1863192,554944,9249.068383999811,0.5236112083333226,2.1,0.066667
2022484408,1,"Monday","Weekday","Morning",2173724,640320,10672.000000000771,0.5178571428571803,2.616667,0
2022484408,1,"Monday","Weekday","Night",2484256,0,0,0,0,0
2022484408,2,"Tuesday","Weekday","Afternoon",2328990,747040,12450.66838400114,0.5638889666667183,2.016667,0.016667
2022484408,2,"Tuesday","Weekday","Morning",2717155,810336,13505.599263999231,0.5242856857142558,2.616667,0
2022484408,2,"Tuesday","Weekday","Night",3105320,0,0,0,0,0
2022484408,2,"Tuesday","Weekday","Evening",1164495,75072,1251.1992639999803,0.11333326666666488,0.416667,0
2022484408,3,"Wednesday","Weekday","Night",3105320,0,0,0,0,0
2022484408,3,"Wednesday","Weekday","Evening",1164495,91264,1521.0676479999986,0.13777786666666653,0.45,0
